"rgn_id","year","tonnes"
1,1994,747749
1,1995,911465
1,1996,1.24071e+06
1,1997,1.45674e+06
1,1998,1.60611e+06
1,1999,1.57691e+06
1,2000,1.50189e+06
1,2001,1.49605e+06
1,2002,1.48836e+06
1,2003,1.47964e+06
1,2004,1.49119e+06
1,2005,1.52037e+06
1,2006,1.4817e+06
1,2007,1.16619e+06
1,2008,1.02822e+06
1,2009,995312
1,2010,1.0074e+06
1,2011,1.06161e+06
1,2012,1.07929e+06
1,2013,1.07926e+06
2,1994,137383
2,1995,160118
2,1996,215008
2,1997,261222
2,1998,302190
2,1999,328323
2,2000,327371
2,2001,318147
2,2002,317249
2,2003,311128
2,2004,311120
2,2005,310753
2,2006,313734
2,2007,253195
2,2008,253300
2,2009,253317
2,2010,253292
2,2011,251761
2,2012,252570
2,2013,230539
3,1994,19543
3,1995,24067
3,1996,27334
3,1997,28540
3,1998,29647
3,1999,34055
3,2000,35098
3,2001,37143
3,2002,44820
3,2003,41006
3,2004,37975
3,2005,38038
3,2006,32827
3,2007,30185
3,2008,18777
3,2009,16459
3,2010,15754
3,2011,17051
3,2012,16516
3,2013,53437
4,1994,1.60817e+06
4,1995,1.61812e+06
4,1996,2.58825e+06
4,1997,2.9747e+06
4,1998,3.3256e+06
4,1999,3.32518e+06
4,2000,3.0784e+06
4,2001,2.78023e+06
4,2002,2.72055e+06
4,2003,2.68083e+06
4,2004,2.70213e+06
4,2005,2.68083e+06
4,2006,2.5741e+06
4,2007,2.44547e+06
4,2008,2.38321e+06
4,2009,2.37089e+06
4,2010,2.35089e+06
4,2011,2.38444e+06
4,2012,2.36332e+06
4,2013,2.31518e+06
5,1994,465238
5,1995,567078
5,1996,660951
5,1997,711395
5,1998,707796
5,1999,683172
5,2000,659967
5,2001,639658
5,2002,606572
5,2003,572315
5,2004,589404
5,2005,582813
5,2006,584386
5,2007,573519
5,2008,566308
5,2009,562663
5,2010,570354
5,2011,568108
5,2012,566085
5,2013,553787
6,1994,147238
6,1995,161790
6,1996,144304
6,1997,160895
6,1998,120773
6,1999,122011
6,2000,120174
6,2001,102269
6,2002,115802
6,2003,130773
6,2004,132008
6,2005,149567
6,2006,193987
6,2007,155586
6,2008,20055
6,2009,21865
6,2010,21531
6,2011,21457
6,2012,20387
6,2013,19639
7,1994,1.97604e+06
7,1995,2.47018e+06
7,1996,2.5972e+06
7,1997,2.93066e+06
7,1998,3.26306e+06
7,1999,3.31239e+06
7,2000,3.39575e+06
7,2001,3.29307e+06
7,2002,3.2418e+06
7,2003,3.14151e+06
7,2004,3.22036e+06
7,2005,3.14257e+06
7,2006,3.11908e+06
7,2007,2.51492e+06
7,2008,2.34322e+06
7,2009,2.66638e+06
7,2010,2.821e+06
7,2011,3.0302e+06
7,2012,3.16019e+06
7,2013,3.192e+06
8,1994,1.44357e+06
8,1995,1.62e+06
8,1996,1.73817e+06
8,1997,1.94393e+06
8,1998,2.05455e+06
8,1999,2.06646e+06
8,2000,2.07801e+06
8,2001,2.09213e+06
8,2002,2.11828e+06
8,2003,2.21201e+06
8,2004,2.23328e+06
8,2005,2.22144e+06
8,2006,2.16968e+06
8,2007,1.92096e+06
8,2008,1.83373e+06
8,2009,1.85926e+06
8,2010,1.90847e+06
8,2011,1.91656e+06
8,2012,1.92715e+06
8,2013,1.9373e+06
9,1994,1.50582e+06
9,1995,1.61419e+06
9,1996,1.91482e+06
9,1997,1.92208e+06
9,1998,1.9545e+06
9,1999,1.94516e+06
9,2000,1.91478e+06
9,2001,1.88023e+06
9,2002,1.84723e+06
9,2003,1.81906e+06
9,2004,1.71088e+06
9,2005,1.72046e+06
9,2006,1.68564e+06
9,2007,1.50158e+06
9,2008,1.45464e+06
9,2009,1.41587e+06
9,2010,1.42959e+06
9,2011,1.45262e+06
9,2012,1.51046e+06
9,2013,1.49082e+06
10,1994,396513
10,1995,498192
10,1996,702181
10,1997,782661
10,1998,887829
10,1999,888557
10,2000,888417
10,2001,893069
10,2002,862969
10,2003,851042
10,2004,799488
10,2005,843286
10,2006,839773
10,2007,669591
10,2008,656024
10,2009,662979
10,2010,662954
10,2011,665281
10,2012,666603
10,2013,650599
11,1994,313896
11,1995,340580
11,1996,370315
11,1997,396391
11,1998,440578
11,1999,511008
11,2000,598853
11,2001,691178
11,2002,789122
11,2003,895610
11,2004,990365
11,2005,1.0798e+06
11,2006,1.1651e+06
11,2007,907114
11,2008,938789
11,2009,961122
11,2010,994715
11,2011,1.0503e+06
11,2012,1.10932e+06
11,2013,1.12126e+06
