"rgn_id","datalayer","value","year"
4,"biomedicine",1374,2007
4,"biomedicine",1374,2008
4,"biomedicine",1374,2009
4,"biomedicine",1527,2010
4,"biomedicine",1527,2011
6,"biomedicine",547,2007
6,"biomedicine",548,2008
6,"biomedicine",548,2009
6,"biomedicine",608,2010
6,"biomedicine",608,2011
5,"biomedicine",502,2007
5,"biomedicine",502,2008
5,"biomedicine",502,2009
5,"biomedicine",558,2010
5,"biomedicine",558,2011
7,"biomedicine",1101,2007
7,"biomedicine",1101,2008
7,"biomedicine",1101,2009
7,"biomedicine",1223,2010
7,"biomedicine",1224,2011
8,"biomedicine",1115,2007
8,"biomedicine",1115,2008
8,"biomedicine",1115,2009
8,"biomedicine",1239,2010
8,"biomedicine",1239,2011
9,"biomedicine",2170,2007
9,"biomedicine",2170,2008
9,"biomedicine",2170,2009
9,"biomedicine",2411,2010
9,"biomedicine",2411,2011
10,"biomedicine",296,2007
10,"biomedicine",296,2008
10,"biomedicine",296,2009
10,"biomedicine",329,2010
10,"biomedicine",329,2011
11,"biomedicine",346,2007
11,"biomedicine",346,2008
11,"biomedicine",346,2009
11,"biomedicine",384,2010
11,"biomedicine",385,2011
3,"chemical",12237,2007
3,"chemical",12492,2008
3,"chemical",12692,2009
3,"chemical",13001,2010
3,"chemical",13249,2011
2,"chemical",6669,2007
2,"chemical",6811,2008
2,"chemical",6919,2009
2,"chemical",7084,2010
2,"chemical",7227,2011
1,"chemical",22544,2007
1,"chemical",23009,2008
1,"chemical",23386,2009
1,"chemical",23943,2010
1,"chemical",24411,2011
4,"chemical",36789,2007
4,"chemical",37553,2008
4,"chemical",38161,2009
4,"chemical",39080,2010
4,"chemical",39846,2011
6,"chemical",14660,2007
6,"chemical",14968,2008
6,"chemical",15214,2009
6,"chemical",15575,2010
6,"chemical",15880,2011
5,"chemical",13445,2007
5,"chemical",13722,2008
5,"chemical",13945,2009
5,"chemical",14284,2010
5,"chemical",14561,2011
7,"chemical",29489,2007
7,"chemical",30097,2008
7,"chemical",30589,2009
7,"chemical",31319,2010
7,"chemical",31936,2011
8,"chemical",29866,2007
8,"chemical",30489,2008
8,"chemical",30981,2009
8,"chemical",31726,2010
8,"chemical",32343,2011
9,"chemical",58110,2007
9,"chemical",59317,2008
9,"chemical",60278,2009
9,"chemical",61731,2010
9,"chemical",62937,2011
10,"chemical",7922,2007
10,"chemical",8087,2008
10,"chemical",8218,2009
10,"chemical",8414,2010
10,"chemical",8584,2011
11,"chemical",9268,2007
11,"chemical",9463,2008
11,"chemical",9617,2009
11,"chemical",9843,2010
11,"chemical",10042,2011
3,"comm_transport",38591,2007
3,"comm_transport",39355,2008
3,"comm_transport",40006,2009
3,"comm_transport",40983,2010
3,"comm_transport",41878,2011
2,"comm_transport",21030,2007
2,"comm_transport",21458,2008
2,"comm_transport",21808,2009
2,"comm_transport",22333,2010
2,"comm_transport",22843,2011
1,"comm_transport",71093,2007
1,"comm_transport",72487,2008
1,"comm_transport",73711,2009
1,"comm_transport",75475,2010
1,"comm_transport",77160,2011
4,"comm_transport",116014,2007
4,"comm_transport",118309,2008
4,"comm_transport",120284,2009
4,"comm_transport",123192,2010
4,"comm_transport",125949,2011
6,"comm_transport",46231,2007
6,"comm_transport",47154,2008
6,"comm_transport",47954,2009
6,"comm_transport",49098,2010
6,"comm_transport",50195,2011
5,"comm_transport",42399,2007
5,"comm_transport",43230,2008
5,"comm_transport",43955,2009
5,"comm_transport",45028,2010
5,"comm_transport",46025,2011
7,"comm_transport",92996,2007
7,"comm_transport",94816,2008
7,"comm_transport",96416,2009
7,"comm_transport",98728,2010
7,"comm_transport",100949,2011
8,"comm_transport",94184,2007
8,"comm_transport",96052,2008
8,"comm_transport",97652,2009
8,"comm_transport",100012,2010
8,"comm_transport",102234,2011
9,"comm_transport",183251,2007
9,"comm_transport",186872,2008
9,"comm_transport",189997,2009
9,"comm_transport",194598,2010
9,"comm_transport",198939,2011
10,"comm_transport",24983,2007
10,"comm_transport",25478,2008
10,"comm_transport",25903,2009
10,"comm_transport",26523,2010
10,"comm_transport",27135,2011
11,"comm_transport",29228,2007
11,"comm_transport",29813,2008
11,"comm_transport",30313,2009
11,"comm_transport",31028,2010
11,"comm_transport",31742,2011
3,"electric",508,2007
3,"electric",559,2008
3,"electric",558,2009
3,"electric",559,2010
3,"electric",558,2011
2,"electric",277,2007
2,"electric",305,2008
2,"electric",304,2009
2,"electric",304,2010
2,"electric",305,2011
1,"electric",935,2007
1,"electric",1029,2008
1,"electric",1029,2009
1,"electric",1029,2010
1,"electric",1029,2011
4,"electric",1527,2007
4,"electric",1679,2008
4,"electric",1679,2009
4,"electric",1679,2010
4,"electric",1679,2011
6,"electric",608,2007
6,"electric",669,2008
6,"electric",669,2009
6,"electric",669,2010
6,"electric",669,2011
5,"electric",558,2007
5,"electric",614,2008
5,"electric",614,2009
5,"electric",614,2010
5,"electric",614,2011
7,"electric",1224,2007
7,"electric",1346,2008
7,"electric",1346,2009
7,"electric",1346,2010
7,"electric",1346,2011
8,"electric",1239,2007
8,"electric",1363,2008
8,"electric",1363,2009
8,"electric",1363,2010
8,"electric",1363,2011
9,"electric",2411,2007
9,"electric",2652,2008
9,"electric",2652,2009
9,"electric",2653,2010
9,"electric",2653,2011
10,"electric",329,2007
10,"electric",362,2008
10,"electric",362,2009
10,"electric",362,2010
10,"electric",362,2011
11,"electric",385,2007
11,"electric",423,2008
11,"electric",423,2009
11,"electric",423,2010
11,"electric",423,2011
3,"fishing",264447,2007
3,"fishing",269801,2008
3,"fishing",274151,2009
3,"fishing",280942,2010
3,"fishing",287055,2011
2,"fishing",144108,2007
2,"fishing",147104,2008
2,"fishing",149446,2009
2,"fishing",153090,2010
2,"fishing",156575,2011
1,"fishing",487175,2007
1,"fishing",496932,2008
1,"fishing",505129,2009
1,"fishing",517385,2010
1,"fishing",528899,2011
4,"fishing",795004,2007
4,"fishing",811063,2008
4,"fishing",824280,2009
4,"fishing",844486,2010
4,"fishing",863326,2011
6,"fishing",316805,2007
6,"fishing",323263,2008
6,"fishing",328616,2009
6,"fishing",336566,2010
6,"fishing",344067,2011
5,"fishing",290543,2007
5,"fishing",296366,2008
5,"fishing",301218,2009
5,"fishing",308671,2010
5,"fishing",315478,2011
7,"fishing",637267,2007
7,"fishing",650012,2008
7,"fishing",660720,2009
7,"fishing",676785,2010
7,"fishing",691957,2011
8,"fishing",645411,2007
8,"fishing",658480,2008
8,"fishing",669188,2009
8,"fishing",685585,2010
8,"fishing",700767,2011
9,"fishing",1.25575e+06,2007
9,"fishing",1.2811e+06,2008
9,"fishing",1.30201e+06,2009
9,"fishing",1.33398e+06,2010
9,"fishing",1.36364e+06,2011
10,"fishing",171201,2007
10,"fishing",174665,2008
10,"fishing",177509,2009
10,"fishing",181815,2010
10,"fishing",185996,2011
11,"fishing",200289,2007
11,"fishing",204384,2008
11,"fishing",207731,2009
11,"fishing",212699,2010
11,"fishing",217577,2011
3,"ship_building",15639,2007
3,"ship_building",15945,2008
3,"ship_building",16195,2009
3,"ship_building",16607,2010
3,"ship_building",16954,2011
2,"ship_building",8523,2007
2,"ship_building",8694,2008
2,"ship_building",8828,2009
2,"ship_building",9049,2010
2,"ship_building",9248,2011
1,"ship_building",28811,2007
1,"ship_building",29369,2008
1,"ship_building",29840,2009
1,"ship_building",30583,2010
1,"ship_building",31238,2011
4,"ship_building",47016,2007
4,"ship_building",47934,2008
4,"ship_building",48694,2009
4,"ship_building",49918,2010
4,"ship_building",50990,2011
6,"ship_building",18736,2007
6,"ship_building",19105,2008
6,"ship_building",19413,2009
6,"ship_building",19895,2010
6,"ship_building",20322,2011
5,"ship_building",17183,2007
5,"ship_building",17515,2008
5,"ship_building",17794,2009
5,"ship_building",18246,2010
5,"ship_building",18633,2011
7,"ship_building",37688,2007
7,"ship_building",38416,2008
7,"ship_building",39031,2009
7,"ship_building",40005,2010
7,"ship_building",40869,2011
8,"ship_building",38169,2007
8,"ship_building",38916,2008
8,"ship_building",39532,2009
8,"ship_building",40525,2010
8,"ship_building",41389,2011
9,"ship_building",74265,2007
9,"ship_building",75713,2008
9,"ship_building",76915,2009
9,"ship_building",78852,2010
9,"ship_building",80540,2011
10,"ship_building",10125,2007
10,"ship_building",10323,2008
10,"ship_building",10486,2009
10,"ship_building",10747,2010
10,"ship_building",10985,2011
11,"ship_building",11845,2007
11,"ship_building",12079,2008
11,"ship_building",12271,2009
11,"ship_building",12573,2010
11,"ship_building",12851,2011
3,"oil_gas",9394,2007
3,"oil_gas",9598,2008
3,"oil_gas",9748,2009
3,"oil_gas",10025,2010
3,"oil_gas",10203,2011
2,"oil_gas",5119,2007
2,"oil_gas",5233,2008
2,"oil_gas",5314,2009
2,"oil_gas",5463,2010
2,"oil_gas",5565,2011
1,"oil_gas",17306,2007
1,"oil_gas",17677,2008
1,"oil_gas",17960,2009
1,"oil_gas",18462,2010
1,"oil_gas",18799,2011
4,"oil_gas",28240,2007
4,"oil_gas",28852,2008
4,"oil_gas",29308,2009
4,"oil_gas",30134,2010
4,"oil_gas",30686,2011
6,"oil_gas",11254,2007
6,"oil_gas",11499,2008
6,"oil_gas",11684,2009
6,"oil_gas",12010,2010
6,"oil_gas",12229,2011
5,"oil_gas",10321,2007
5,"oil_gas",10543,2008
5,"oil_gas",10710,2009
5,"oil_gas",11014,2010
5,"oil_gas",11213,2011
7,"oil_gas",22637,2007
7,"oil_gas",23123,2008
7,"oil_gas",23492,2009
7,"oil_gas",24150,2010
7,"oil_gas",24595,2011
8,"oil_gas",22926,2007
8,"oil_gas",23424,2008
8,"oil_gas",23793,2009
8,"oil_gas",24464,2010
8,"oil_gas",24908,2011
9,"oil_gas",44607,2007
9,"oil_gas",45573,2008
9,"oil_gas",46294,2009
9,"oil_gas",47601,2010
9,"oil_gas",48469,2011
10,"oil_gas",6081,2007
10,"oil_gas",6213,2008
10,"oil_gas",6311,2009
10,"oil_gas",6488,2010
10,"oil_gas",6611,2011
11,"oil_gas",7115,2007
11,"oil_gas",7271,2008
11,"oil_gas",7386,2009
11,"oil_gas",7590,2010
11,"oil_gas",7733,2011
3,"seasalt",11374,2007
3,"seasalt",11629,2008
3,"seasalt",11829,2009
3,"seasalt",12087,2010
3,"seasalt",12386,2011
2,"seasalt",6198,2007
2,"seasalt",6340,2008
2,"seasalt",6448,2009
2,"seasalt",6586,2010
2,"seasalt",6756,2011
1,"seasalt",20954,2007
1,"seasalt",21419,2008
1,"seasalt",21795,2009
1,"seasalt",22259,2010
1,"seasalt",22821,2011
4,"seasalt",34194,2007
4,"seasalt",34958,2008
4,"seasalt",35566,2009
4,"seasalt",36332,2010
4,"seasalt",37250,2011
6,"seasalt",13626,2007
6,"seasalt",13933,2008
6,"seasalt",14179,2009
6,"seasalt",14480,2010
6,"seasalt",14846,2011
5,"seasalt",12496,2007
5,"seasalt",12774,2008
5,"seasalt",12997,2009
5,"seasalt",13280,2010
5,"seasalt",13612,2011
7,"seasalt",27409,2007
7,"seasalt",28017,2008
7,"seasalt",28509,2009
7,"seasalt",29117,2010
7,"seasalt",29856,2011
8,"seasalt",27760,2007
8,"seasalt",28382,2008
8,"seasalt",28874,2009
8,"seasalt",29496,2010
8,"seasalt",30236,2011
9,"seasalt",54011,2007
9,"seasalt",55218,2008
9,"seasalt",56179,2009
9,"seasalt",57391,2010
9,"seasalt",58838,2011
10,"seasalt",7363,2007
10,"seasalt",7528,2008
10,"seasalt",7659,2009
10,"seasalt",7822,2010
10,"seasalt",8025,2011
11,"seasalt",8615,2007
11,"seasalt",8809,2008
11,"seasalt",8963,2009
11,"seasalt",9151,2010
11,"seasalt",9388,2011
