"rgn_id","level","georgn_id"
4,"r2",30
3,"r2",30
2,"r2",30
1,"r2",30
10,"r2",30
7,"r2",30
11,"r2",30
8,"r2",30
6,"r2",30
9,"r2",30
5,"r2",30
4,"r1",142
3,"r1",142
2,"r1",142
1,"r1",142
10,"r1",142
7,"r1",142
11,"r1",142
8,"r1",142
6,"r1",142
9,"r1",142
5,"r1",142
4,"r0",1
3,"r0",1
2,"r0",1
1,"r0",1
10,"r0",1
7,"r0",1
11,"r0",1
8,"r0",1
6,"r0",1
9,"r0",1
5,"r0",1
