"rgn_id","rgn_name","area_km2"
1,"Hainan",1378.94696519
2,"Guangxi",864.009566883
3,"Guangdong",5231.35232958
4,"Fujian",3518.47696079
5,"Zhejiang",3195.62847597
6,"Shanghai",537.629865541
7,"Jiangsu",1253.10983211
8,"Shandong",2278.65280418
9,"Tianjin",101.670432037
10,"Hebei",399.083868876
11,"Liaoning",2127.1005597
