"rgn_id","species","sust_coeff"
4,"Abalones nei",0.55
3,"Abalones nei",0.55
2,"Abalones nei",0.55
1,"Abalones nei",0.55
10,"Abalones nei",0.55
7,"Abalones nei",0.55
11,"Abalones nei",0.55
8,"Abalones nei",0.55
6,"Abalones nei",0.55
9,"Abalones nei",0.55
5,"Abalones nei",0.55
4,"Amberjacks nei",0.444010417
3,"Amberjacks nei",0.444010417
2,"Amberjacks nei",0.444010417
1,"Amberjacks nei",0.444010417
10,"Amberjacks nei",0.444010417
7,"Amberjacks nei",0.444010417
11,"Amberjacks nei",0.444010417
8,"Amberjacks nei",0.444010417
6,"Amberjacks nei",0.444010417
9,"Amberjacks nei",0.444010417
5,"Amberjacks nei",0.444010417
4,"Aquatic invertebrates nei",0.542156863
3,"Aquatic invertebrates nei",0.542156863
2,"Aquatic invertebrates nei",0.542156863
1,"Aquatic invertebrates nei",0.542156863
10,"Aquatic invertebrates nei",0.542156863
7,"Aquatic invertebrates nei",0.542156863
11,"Aquatic invertebrates nei",0.542156863
8,"Aquatic invertebrates nei",0.542156863
6,"Aquatic invertebrates nei",0.542156863
9,"Aquatic invertebrates nei",0.542156863
5,"Aquatic invertebrates nei",0.542156863
4,"Areolate grouper",0.444010417
3,"Areolate grouper",0.444010417
2,"Areolate grouper",0.444010417
1,"Areolate grouper",0.444010417
10,"Areolate grouper",0.444010417
7,"Areolate grouper",0.444010417
11,"Areolate grouper",0.444010417
8,"Areolate grouper",0.444010417
6,"Areolate grouper",0.444010417
9,"Areolate grouper",0.444010417
5,"Areolate grouper",0.444010417
4,"Barramundi",0.190909091
3,"Barramundi",0.190909091
2,"Barramundi",0.190909091
1,"Barramundi",0.190909091
10,"Barramundi",0.190909091
7,"Barramundi",0.190909091
11,"Barramundi",0.190909091
8,"Barramundi",0.190909091
6,"Barramundi",0.190909091
9,"Barramundi",0.190909091
5,"Barramundi",0.190909091
4,"Blood cockle",0.67
3,"Blood cockle",0.67
2,"Blood cockle",0.67
1,"Blood cockle",0.67
10,"Blood cockle",0.67
7,"Blood cockle",0.67
11,"Blood cockle",0.67
8,"Blood cockle",0.67
6,"Blood cockle",0.67
9,"Blood cockle",0.67
5,"Blood cockle",0.67
4,"Cobia",0.444010417
3,"Cobia",0.444010417
2,"Cobia",0.444010417
1,"Cobia",0.444010417
10,"Cobia",0.444010417
7,"Cobia",0.444010417
11,"Cobia",0.444010417
8,"Cobia",0.444010417
6,"Cobia",0.444010417
9,"Cobia",0.444010417
5,"Cobia",0.444010417
4,"Cupped oysters nei",0.888095238
3,"Cupped oysters nei",0.888095238
2,"Cupped oysters nei",0.888095238
1,"Cupped oysters nei",0.888095238
10,"Cupped oysters nei",0.888095238
7,"Cupped oysters nei",0.888095238
11,"Cupped oysters nei",0.888095238
8,"Cupped oysters nei",0.888095238
6,"Cupped oysters nei",0.888095238
9,"Cupped oysters nei",0.888095238
5,"Cupped oysters nei",0.888095238
4,"Fleshy prawn",0.366666667
3,"Fleshy prawn",0.366666667
2,"Fleshy prawn",0.366666667
1,"Fleshy prawn",0.366666667
10,"Fleshy prawn",0.366666667
7,"Fleshy prawn",0.366666667
11,"Fleshy prawn",0.366666667
8,"Fleshy prawn",0.366666667
6,"Fleshy prawn",0.366666667
9,"Fleshy prawn",0.366666667
5,"Fleshy prawn",0.366666667
4,"Florida pompano",0.444010417
3,"Florida pompano",0.444010417
2,"Florida pompano",0.444010417
1,"Florida pompano",0.444010417
10,"Florida pompano",0.444010417
7,"Florida pompano",0.444010417
11,"Florida pompano",0.444010417
8,"Florida pompano",0.444010417
6,"Florida pompano",0.444010417
9,"Florida pompano",0.444010417
5,"Florida pompano",0.444010417
4,"Giant tiger prawn",0.366666667
3,"Giant tiger prawn",0.366666667
2,"Giant tiger prawn",0.366666667
1,"Giant tiger prawn",0.366666667
10,"Giant tiger prawn",0.366666667
7,"Giant tiger prawn",0.366666667
11,"Giant tiger prawn",0.366666667
8,"Giant tiger prawn",0.366666667
6,"Giant tiger prawn",0.366666667
9,"Giant tiger prawn",0.366666667
5,"Giant tiger prawn",0.366666667
4,"Goldlined seabream",0.444010417
3,"Goldlined seabream",0.444010417
2,"Goldlined seabream",0.444010417
1,"Goldlined seabream",0.444010417
10,"Goldlined seabream",0.444010417
7,"Goldlined seabream",0.444010417
11,"Goldlined seabream",0.444010417
8,"Goldlined seabream",0.444010417
6,"Goldlined seabream",0.444010417
9,"Goldlined seabream",0.444010417
5,"Goldlined seabream",0.444010417
4,"Greasy grouper",0.444010417
3,"Greasy grouper",0.444010417
2,"Greasy grouper",0.444010417
1,"Greasy grouper",0.444010417
10,"Greasy grouper",0.444010417
7,"Greasy grouper",0.444010417
11,"Greasy grouper",0.444010417
8,"Greasy grouper",0.444010417
6,"Greasy grouper",0.444010417
9,"Greasy grouper",0.444010417
