"rgn_id","year","species","tonnes"
3,2012,"Aquatic plants nei",0
3,2013,"Aquatic plants nei",0
3,2009,"Aquatic invertebrates nei",0
3,2010,"Aquatic invertebrates nei",0
3,2011,"Aquatic invertebrates nei",5
3,2012,"Aquatic invertebrates nei",0
3,2013,"Aquatic invertebrates nei",0
4,2009,"Marine fishes nei",127588
4,2010,"Marine fishes nei",119722
4,2011,"Marine fishes nei",160897
4,2012,"Marine fishes nei",148757
4,2013,"Marine fishes nei",159965
4,2009,"Marine molluscs nei",85789
4,2010,"Marine molluscs nei",80504
4,2011,"Marine molluscs nei",75495
4,2012,"Marine molluscs nei",93169
4,2013,"Marine molluscs nei",94828
4,2009,"Aquatic plants nei",35113
4,2010,"Aquatic plants nei",28309
4,2011,"Aquatic plants nei",26056
4,2012,"Aquatic plants nei",25107
4,2013,"Aquatic plants nei",26123
4,2009,"Marine molluscs nei",2.96466e+06
4,2010,"Marine molluscs nei",3.0974e+06
4,2011,"Marine molluscs nei",3.24383e+06
4,2012,"Marine molluscs nei",3.39806e+06
4,2013,"Marine molluscs nei",3.54712e+06
4,2009,"Aquatic plants nei",505713
4,2010,"Aquatic plants nei",528113
4,2011,"Aquatic plants nei",507267
4,2012,"Aquatic plants nei",566429
4,2013,"Aquatic plants nei",588944
4,2009,"Aquatic invertebrates nei",95445
4,2010,"Aquatic invertebrates nei",108596
4,2011,"Aquatic invertebrates nei",121234
4,2012,"Aquatic invertebrates nei",130920
4,2013,"Aquatic invertebrates nei",149367
5,2009,"Marine fishes nei",43135
5,2010,"Marine fishes nei",46981
5,2011,"Marine fishes nei",53463
5,2012,"Marine fishes nei",72986
5,2013,"Marine fishes nei",82397
5,2009,"Marine molluscs nei",44089
5,2010,"Marine molluscs nei",53200
5,2011,"Marine molluscs nei",59643
5,2012,"Marine molluscs nei",61873
5,2013,"Marine molluscs nei",73698
5,2009,"Aquatic plants nei",22376
5,2010,"Aquatic plants nei",27624
5,2011,"Aquatic plants nei",32072
5,2012,"Aquatic plants nei",47641
5,2013,"Aquatic plants nei",34915
5,2009,"Marine molluscs nei",591293
5,2010,"Marine molluscs nei",619665
5,2011,"Marine molluscs nei",667760
5,2012,"Marine molluscs nei",682269
5,2013,"Marine molluscs nei",708797
5,2009,"Aquatic plants nei",32623
5,2010,"Aquatic plants nei",28315
5,2011,"Aquatic plants nei",24483
5,2012,"Aquatic plants nei",22916
5,2013,"Aquatic plants nei",29641
5,2009,"Aquatic invertebrates nei",1444
5,2010,"Aquatic invertebrates nei",9388
5,2011,"Aquatic invertebrates nei",4987
5,2012,"Aquatic invertebrates nei",8587
5,2013,"Aquatic invertebrates nei",9294
6,2009,"Marine fishes nei",0
6,2010,"Marine fishes nei",0
6,2011,"Marine fishes nei",0
6,2012,"Marine fishes nei",0
6,2013,"Marine fishes nei",0
6,2009,"Marine molluscs nei",0
6,2010,"Marine molluscs nei",0
6,2011,"Marine molluscs nei",0
6,2012,"Marine molluscs nei",0
6,2013,"Marine molluscs nei",0
6,2009,"Aquatic plants nei",0
6,2010,"Aquatic plants nei",0
6,2011,"Aquatic plants nei",0
6,2012,"Aquatic plants nei",33047
6,2013,"Aquatic plants nei",0
6,2009,"Marine molluscs nei",0
6,2010,"Marine molluscs nei",0
6,2011,"Marine molluscs nei",0
6,2012,"Marine molluscs nei",705550
6,2013,"Marine molluscs nei",0
6,2009,"Aquatic plants nei",0
6,2010,"Aquatic plants nei",0
6,2011,"Aquatic plants nei",0
6,2012,"Aquatic plants nei",0
6,2013,"Aquatic plants nei",0
6,2009,"Aquatic invertebrates nei",0
6,2010,"Aquatic invertebrates nei",0
6,2011,"Aquatic invertebrates nei",0
6,2012,"Aquatic invertebrates nei",0
6,2013,"Aquatic invertebrates nei",0
7,2009,"Marine fishes nei",32342
7,2010,"Marine fishes nei",34226
7,2011,"Marine fishes nei",35208
7,2012,"Marine fishes nei",29898
7,2013,"Marine fishes nei",29490
7,2009,"Marine molluscs nei",34405
7,2010,"Marine molluscs nei",38057
7,2011,"Marine molluscs nei",43254
7,2012,"Marine molluscs nei",46925
7,2013,"Marine molluscs nei",48894
7,2009,"Aquatic plants nei",45122
7,2010,"Aquatic plants nei",47678
7,2011,"Aquatic plants nei",48717
7,2012,"Aquatic plants nei",0
7,2013,"Aquatic plants nei",47175
7,2009,"Marine molluscs nei",611602
7,2010,"Marine molluscs nei",661408
7,2011,"Marine molluscs nei",665530
7,2012,"Marine molluscs nei",0
7,2013,"Marine molluscs nei",697533
7,2009,"Aquatic plants nei",40273
7,2010,"Aquatic plants nei",42361
7,2011,"Aquatic plants nei",45477
7,2012,"Aquatic plants nei",46864
7,2013,"Aquatic plants nei",45212
7,2009,"Aquatic invertebrates nei",821
7,2010,"Aquatic invertebrates nei",2000
7,2011,"Aquatic invertebrates nei",6755
7,2012,"Aquatic invertebrates nei",7767
7,2013,"Aquatic invertebrates nei",3396
8,2009,"Marine fishes nei",158874
8,2010,"Marine fishes nei",170308
8,2011,"Marine fishes nei",188547
8,2012,"Marine fishes nei",213271
8,2013,"Marine fishes nei",244729
8,2009,"Marine molluscs nei",48749
8,2010,"Marine molluscs nei",54984
8,2011,"Marine molluscs nei",64705
8,2012,"Marine molluscs nei",80671
8,2013,"Marine molluscs nei",84184
8,2009,"Aquatic plants nei",39711
8,2010,"Aquatic plants nei",40832
8,2011,"Aquatic plants nei",44245
8,2012,"Aquatic plants nei",53631
8,2013,"Aquatic plants nei",58203
8,2009,"Marine molluscs nei",2.12585e+06
8,2010,"Marine molluscs nei",2.17154e+06
8,2011,"Marine molluscs nei",2.22701e+06
8,2012,"Marine molluscs nei",2.24957e+06
8,2013,"Marine molluscs nei",2.36168e+06
8,2009,"Aquatic plants nei",554313
8,2010,"Aquatic plants nei",598225
8,2011,"Aquatic plants nei",628450
8,2012,"Aquatic plants nei",708858
8,2013,"Aquatic plants nei",774702
8,2009,"Aquatic invertebrates nei",2759
8,2010,"Aquatic invertebrates nei",3097
8,2011,"Aquatic invertebrates nei",8532
8,2012,"Aquatic invertebrates nei",20596
8,2013,"Aquatic invertebrates nei",25462
9,2009,"Marine fishes nei",279638
9,2010,"Marine fishes nei",308128
9,2011,"Marine fishes nei",367086
9,2012,"Marine fishes nei",399414
9,2013,"Marine fishes nei",433333
9,2009,"Marine molluscs nei",285703
9,2010,"Marine molluscs nei",293177
9,2011,"Marine molluscs nei",323882
9,2012,"Marine molluscs nei",361558
9,2013,"Marine molluscs nei",382486
9,2009,"Aquatic plants nei",49798
9,2010,"Aquatic plants nei",55160
9,2011,"Aquatic plants nei",50217
9,2012,"Aquatic plants nei",51096
9,2013,"Aquatic plants nei",55233
9,2009,"Marine molluscs nei",1.66501e+06
9,2010,"Marine molluscs nei",1.76626e+06
9,2011,"Marine molluscs nei",1.84112e+06
9,2012,"Marine molluscs nei",1.86309e+06
9,2013,"Marine molluscs nei",1.91639e+06
9,2009,"Aquatic plants nei",58539
9,2010,"Aquatic plants nei",61135
9,2011,"Aquatic plants nei",66054
9,2012,"Aquatic plants nei",73866
9,2013,"Aquatic plants nei",75846
9,2009,"Aquatic invertebrates nei",7473
9,2010,"Aquatic invertebrates nei",6825
9,2011,"Aquatic invertebrates nei",7382
9,2012,"Aquatic invertebrates nei",8341
9,2013,"Aquatic invertebrates nei",6734
10,2009,"Marine fishes nei",26102
10,2010,"Marine fishes nei",27695
10,2011,"Marine fishes nei",38984
10,2012,"Marine fishes nei",40426
10,2013,"Marine fishes nei",42361
10,2009,"Marine molluscs nei",155935
10,2010,"Marine molluscs nei",165520
10,2011,"Marine molluscs nei",179872
10,2012,"Marine molluscs nei",199415
10,2013,"Marine molluscs nei",219078
10,2009,"Aquatic plants nei",12626
10,2010,"Aquatic plants nei",12561
10,2011,"Aquatic plants nei",13380
10,2012,"Aquatic plants nei",14212
10,2013,"Aquatic plants nei",15537
10,2009,"Marine molluscs nei",625093
10,2010,"Marine molluscs nei",669299
10,2011,"Marine molluscs nei",0
10,2012,"Marine molluscs nei",720525
10,2013,"Marine molluscs nei",0
10,2009,"Aquatic plants nei",0
10,2010,"Aquatic plants nei",0
10,2011,"Aquatic plants nei",0
10,2012,"Aquatic plants nei",0
10,2013,"Aquatic plants nei",0
10,2009,"Aquatic invertebrates nei",2749
10,2010,"Aquatic invertebrates nei",2333
10,2011,"Aquatic invertebrates nei",2387
10,2012,"Aquatic invertebrates nei",2729
10,2013,"Aquatic invertebrates nei",2911
11,2009,"Marine fishes nei",43391
11,2010,"Marine fishes nei",41093
11,2011,"Marine fishes nei",42589
11,2012,"Marine fishes nei",49985
11,2013,"Marine fishes nei",57698
11,2009,"Marine molluscs nei",89322
11,2010,"Marine molluscs nei",90525
11,2011,"Marine molluscs nei",93395
11,2012,"Marine molluscs nei",106030
11,2013,"Marine molluscs nei",122431
11,2009,"Aquatic plants nei",12439
11,2010,"Aquatic plants nei",13545
11,2011,"Aquatic plants nei",13982
11,2012,"Aquatic plants nei",15587
11,2013,"Aquatic plants nei",17537
11,2009,"Marine molluscs nei",19438
11,2010,"Marine molluscs nei",20623
11,2011,"Marine molluscs nei",21210
11,2012,"Marine molluscs nei",23984
11,2013,"Marine molluscs nei",27287
11,2009,"Aquatic plants nei",16773
11,2010,"Aquatic plants nei",18056
11,2011,"Aquatic plants nei",18620
11,2012,"Aquatic plants nei",20176
11,2013,"Aquatic plants nei",22754
11,2009,"Aquatic invertebrates nei",310
11,2010,"Aquatic invertebrates nei",320
11,2011,"Aquatic invertebrates nei",324
11,2012,"Aquatic invertebrates nei",340
11,2013,"Aquatic invertebrates nei",365
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
