"rgn_id","type","label"
1,"eez","Hainan"
2,"eez","Guangxi"
3,"eez","Guangdong"
4,"eez","Fujian"
5,"eez","Zhejiang"
6,"eez","Shanghai"
7,"eez","Jiangsu"
8,"eez","Shandong"
9,"eez","Tianjin"
10,"eez","Hebei"
11,"eez","Liaoning"
