"rgn_id","count"
1,0.128802
2,0.0618748
3,0.0650745
4,0.0744303
5,0.0674957
6,0.014218
7,0.0964852
8,0.0831899
9,0.027893
10,0.0141226
11,0.0235966
NA,NA
