"region_id","rgn_name","rgn_title"
0,"GLOBAL","China"
8,"Fujian","Fujian"
9,"Guangdong","Guangdong"
10,"Guangxi","Guangxi"
11,"Hainan","Hainan"
2,"Hebei","Hebei"
5,"Jiangsu","Jiangsu"
1,"Liaoning","Liaoning"
4,"Shandong","Shandong"
6,"Shanghai","Shanghai"
3,"Tianjin","Tianjin"
7,"Zhejiang","Zhejiang"
