"am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","objectid","spatial_source","category_score","trend_score"
NA,"Syphonostoma typhle",NA,198767,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Syringodium isoetifolium",NA,173332,"LC","Stable",NA,NA,"LC","iucn","SEAGRASSES",NA,NA,"iucn",0,0
NA,"Syrrhothonus charrieri",NA,198667,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tabebuia palustris",NA,178801,"VU","Decreasing",NA,NA,"VU","iucn","MANGROVES",NA,NA,"iucn",0.4,-0.5
NA,"Taboguilla signata",NA,183280,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachisurus brandti",NA,154942,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachisurus dasycephalus",NA,183272,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachisurus elatturus",NA,183661,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachisurus gulosus",NA,183496,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachisurus hypophthalmus",NA,183496,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachisurus insculptus",NA,183661,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachisurus longicephalus",NA,183272,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachisurus peruvianus",NA,183404,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachybaptus pelzelnii",NA,22696565,"VU","Decreasing",NA,NA,"VU","iucn",NA,NA,NA,NA,0.4,-0.5
NA,"Tachybaptus ruficollis",NA,22696545,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tachycineta albiventer",NA,22712065,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tachycineta leucopyga leucopyga",NA,22712071,"LC","Increasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0.5
NA,"Tachycineta leucorrhoa",NA,22712068,"LC","Increasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0.5
NA,"Tachycineta meyeni",NA,22712071,"LC","Increasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0.5
NA,"Tachycineta stolzmanni",NA,22733311,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tachycineta thalassina",NA,22712077,"LC","Increasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0.5
NA,"Tachyeres brachypterus",NA,22680047,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tachyeres leucocephala leucocephala",NA,22680038,"VU","Decreasing",NA,NA,"VU","iucn",NA,NA,NA,NA,0.4,-0.5
NA,"Tachysurus dussumieri",NA,169632,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tachysurus emmelane",NA,183524,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachysurus equatorialis",NA,183524,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tachysurus platystomus",NA,155202,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tadorna cristata",NA,22680021,"CR","Unknown",NA,NA,"CR","iucn",NA,NA,NA,NA,0.8,NA
NA,"Tadorna radjah",NA,22680029,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tadorna tadorna",NA,22680024,"LC","Increasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0.5
NA,"Tadorna tadornoides",NA,22680011,"LC","Increasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0.5
NA,"Tadorna variegata",NA,22680015,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tadorna variegate variegate",NA,22680015,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Taenioconger digueti",NA,183554,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Taenioconger klausewitzi",NA,155178,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Taenioides jacksoni",NA,21326,"NT",NA,NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,NA
NA,"Taeniopygia guttata",NA,22719679,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Taeniura melanospilos",NA,60162,"VU","Unknown",NA,NA,"VU","iucn",NA,NA,NA,NA,0.4,NA
NA,"Taeniurops meyeni",NA,60162,"VU","Unknown",NA,NA,"VU","iucn",NA,NA,NA,NA,0.4,NA
NA,"Taius tumifrons",NA,170212,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Takifugu alboplumbeus",NA,193789,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193789,NA,"iucn",0,NA
NA,"Takifugu bimaculatus",NA,193602,"LC","Decreasing",NA,NA,"LC","iucn","PUFFERFISH",193602,NA,"iucn",0,-0.5
NA,"Takifugu chinensis",NA,193605,"CR","Decreasing",NA,NA,"CR","iucn","PUFFERFISH",193605,NA,"iucn",0.8,-0.5
NA,"Takifugu coronoidus",NA,193641,"LC","Decreasing",NA,NA,"LC","iucn","PUFFERFISH",193641,NA,"iucn",0,-0.5
NA,"Takifugu flavidus",NA,193666,"NT","Decreasing",NA,NA,"NT","iucn","PUFFERFISH",193666,NA,"iucn",0.2,-0.5
NA,"Takifugu hispidus",NA,193699,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Takifugu obscurus",NA,169599,"LC","Stable",NA,NA,"LC","iucn","PUFFERFISH",169599,NA,"iucn",0,0
NA,"Takifugu orbimaculatus",NA,166009,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Takifugu plagiocellatus",NA,193654,"EN","Unknown",NA,NA,"EN","iucn","PUFFERFISH",193654,NA,"iucn",0.6,NA
NA,"Takifugu stellatus",NA,193712,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Takifugu strictonotus",NA,193772,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Takyfugu niphobles",NA,21341,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Takyfugu oblongus",NA,193810,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Takyfugu ocellatus",NA,167006,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Talismania grandisquamis",NA,154801,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Talismania mekistonema",NA,154801,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tamandareia oliveirai",NA,46104167,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tamanka bivittata",NA,181269,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tamanka mindora",NA,181000,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Taningia persica",NA,163267,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tanysiphon rivalis",NA,166709,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Taonius belone",NA,163332,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Taonius borealis",NA,163245,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Taonius pavo",NA,162942,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tarandichthys filamentosus",NA,155216,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Taurichthys bleekeri",NA,165652,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Taurichthys macrolepidotus",NA,165626,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Taurichthys monoceros",NA,165650,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Taurichthys varius",NA,165652,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Taurichthys viridis",NA,165652,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tautoga dimidiatus",NA,187476,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tautoga inscripta",NA,187665,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tautoga laticlavia",NA,187519,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tautoga luculenta",NA,154701,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tautoga parila",NA,187535,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tautoga psittacula",NA,187641,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tautoga tetrica",NA,187426,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tautogolabrus brandaonis",NA,187448,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Teixeirichthys formosanus",NA,154915,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Teixeirichthys mossambicus",NA,154915,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Telescopium mauritsi Butot, 1954",NA,184812,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Telespiza ultima",NA,22720722,"CR","Stable",NA,NA,"CR","iucn",NA,NA,NA,NA,0.8,0
NA,"Telespyza ultima ultima",NA,22720722,"CR","Stable",NA,NA,"CR","iucn",NA,NA,NA,NA,0.8,0
NA,"Tellina flumiatiles",NA,155736,"LC","Increasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0.5
NA,"Tellina fluminea",NA,155736,"LC","Increasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0.5
NA,"Temera hardwickii",NA,161745,"VU","Unknown",NA,NA,"VU","iucn",NA,NA,NA,NA,0.4,NA
NA,"Tenuisepia mira",NA,162544,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Terapon timorensis",NA,166892,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Terelabrus rubrovittatus",NA,187525,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,NA,"iucn",0,NA
NA,"Testudo caretta",NA,3897,"EN",NA,NA,NA,"EN","iucn",NA,NA,NA,NA,0.6,NA
NA,"Testudo coriacea",NA,6494,"VU","Decreasing",NA,46967807,"VU","iucn",NA,NA,NA,NA,0.4,-0.5
NA,"Testudo imbricata",NA,8005,"CR","Decreasing",NA,NA,"CR","iucn",NA,NA,NA,NA,0.8,-0.5
NA,"Testudo mydas",NA,4615,"EN","Decreasing",NA,16285718,"EN","iucn",NA,NA,NA,NA,0.6,-0.5
NA,"Tetragnoptrus melanopus",NA,155193,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetragonoptrus auriga",NA,165631,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetragonoptrus blackburni",NA,165709,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetragonoptrus dizoster",NA,165607,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetragonoptrus dorsalis",NA,165689,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetragonoptrus kleini",NA,165628,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetragonoptrus lineolatus",NA,165669,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetragonoptrus melanotus",NA,165689,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetragonoptrus mitratus",NA,165666,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetragonoptrus pulcher",NA,165671,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetragonoptrus setifer",NA,165631,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetragonoptrus trifasciatus",NA,165673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetragonoptrus vittatus",NA,165673,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetragonoptrus zoster",NA,165719,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetraodon aerostatious",NA,193712,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon alboreticulatus",NA,193712,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon amabilis",NA,193712,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon argenteus",NA,166947,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon armilla",NA,193676,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon aspilos",NA,193805,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon bicolor",NA,166947,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon blochii",NA,166947,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon calamara",NA,193712,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon coronatus",NA,193749,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon darwinii",NA,193785,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon diadematus",NA,193722,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon dissutidens",NA,172416,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon firmamentum",NA,193822,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon fluviatilis",NA,193750,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193750,NA,"iucn",0,NA
NA,"Tetraodon gronovii",NA,193796,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetraodon guttifer",NA,193758,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon hartlaubii",NA,172416,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon hispidus",NA,193699,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon honckenii",NA,193747,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon hypselogeneion",NA,193621,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon immaculatus",NA,193805,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon inermis",NA,193717,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon janthinus",NA,190464,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon kappa",NA,172416,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon kunhardtii",NA,193805,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon lacrymatus",NA,193662,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetraodon laevigatus",NA,190380,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon lagocephalus",NA,190464,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon lunaris",NA,193664,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon maculatus",NA,190246,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetraodon maculatus",NA,172416,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon mappa",NA,193671,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon margaritatus",NA,193655,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon meleagris",NA,193662,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetraodon modestus",NA,181186,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetraodon nigropunctatus",NA,193804,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon oblongus",NA,193810,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetraodon ocellatus",NA,167006,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Tetraodon papua",NA,193623,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon pardalis",NA,193693,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon parvus",NA,193805,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon patoca",NA,172416,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon perspicillaris",NA,193699,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon poecilonotus",NA,21342,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon porphyreus",NA,193667,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon punctatus",NA,193712,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon reticularis",NA,193716,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon rivulatus",NA,193705,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon rubripes",NA,193612,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Tetraodon sazanami",NA,193699,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon scaber",NA,193805,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon sceleratus",NA,166947,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon semistriatus",NA,193699,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon sordidus",NA,193805,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon spadiceus",NA,193622,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetraodon stellatus",NA,193712,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon stictonotus",NA,193772,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon striolatus",NA,193669,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon testudineus",NA,193813,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon trichocephalus",NA,183623,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetraodon valentini",NA,193796,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetraodon vermicularis",NA,193598,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Tetraodon xanthopterus",NA,21343,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetrapturus albidus",NA,170322,"VU","Decreasing",NA,NA,"VU","iucn","Tunas_and_billfishes2",NA,NA,"iucn",0.4,-0.5
NA,"Tetrapturus amplus",NA,170314,"VU","Decreasing",NA,NA,"VU","iucn",NA,NA,NA,NA,0.4,-0.5
NA,"Tetrapturus audax",NA,170309,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Tetrapturus herschelii",NA,170314,"VU","Decreasing",NA,NA,"VU","iucn",NA,NA,NA,NA,0.4,-0.5
NA,"Tetrapturus lessonae",NA,170322,"VU","Decreasing",NA,NA,"VU","iucn",NA,NA,NA,NA,0.4,-0.5
NA,"Tetrapturus mazara",NA,170314,"VU","Decreasing",NA,NA,"VU","iucn",NA,NA,NA,NA,0.4,-0.5
NA,"Tetrapturus pfluegeri",NA,170307,"LC","Stable",NA,NA,"LC","iucn","Tunas_and_billfishes2",NA,NA,"iucn",0,0
NA,"Tetrodon alboplumbeus",NA,193789,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon altipinnis",NA,193704,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon angusticeps",NA,183925,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon annulatus",NA,183652,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon basilevskianus",NA,193805,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon bimaculatus",NA,193602,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetrodon brevipinnis",NA,21994,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon callisternus",NA,193709,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon capistratus",NA,193691,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon caudofasciatus",NA,193705,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon chrysops",NA,193696,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetrodon compressus",NA,193669,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon cutaneus",NA,190193,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon darwinii",NA,193785,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon fasciatus",NA,193785,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon florealis",NA,193788,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon formosus",NA,183238,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon glaber",NA,193661,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon guttifer",NA,193758,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon hamiltoni",NA,193784,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon hispidus",NA,193699,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon honckenii",NA,193747,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon hypselogeneion",NA,193621,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon immaculatus",NA,193805,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon insignitus",NA,193669,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon insularum",NA,193784,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon laevigatus",NA,190380,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon laterna",NA,193699,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon lineolatus",NA,190380,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon manilensis",NA,193607,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon mappa",NA,193671,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon marmoratus",NA,193771,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon meleagris",NA,193662,"LC","Stable",NA,NA,"LC","iucn",NA,NA,NA,NA,0,0
NA,"Tetrodon nephelus",NA,193762,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon nigropunctatus",NA,193804,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon oblongus",NA,193810,"LC","Decreasing",NA,NA,"LC","iucn",NA,NA,NA,NA,0,-0.5
NA,"Tetrodon ocellatus",NA,167006,"NT","Decreasing",NA,NA,"NT","iucn",NA,NA,NA,NA,0.2,-0.5
NA,"Tetrodon ocellatus",NA,193656,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon ornatus",NA,193793,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon oxyrrhynchus",NA,183341,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon pachygaster",NA,190193,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon pennantii",NA,190464,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon petersii",NA,61936075,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
NA,"Tetrodon pleurogramma",NA,193636,"LC","Unknown",NA,NA,"LC","iucn",NA,NA,NA,NA,0,NA
