"region_id","rgn_name","rgn_title"
0,"GLOBAL","China"
4,"Fujian","Fujian"
3,"Guangdong","Guangdong"
2,"Guangxi","Guangxi"
1,"Hainan","Hainan"
10,"Hebei","Hebei"
7,"Jiangsu","Jiangsu"
11,"Liaoning","Liaoning"
8,"Shandong","Shandong"
6,"Shanghai","Shanghai"
9,"Tianjin","Tianjin"
5,"Zhejiang","Zhejiang"
