rgn_id,year,score
LN,2012,0.9534
HB,2012,0.9615
TJ,2012,0.7112
SD,2012,0.9862
JS,2012,0.9886
SH,2012,0.9905
ZJ,2012,0.9939
FJ,2012,0.9926
GD,2012,0.987
GX,2012,0.9912
HN,2012,1
LN,2011,0.9516
HB,2011,0.9789
TJ,2011,0.5895
SD,2011,0.9778
JS,2011,0.9837
SH,2011,0.9913
ZJ,2011,0.9992
FJ,2011,0.9957
GD,2011,0.9892
GX,2011,0.9906
HN,2011,1
LN,2013,0.9595
HB,2013,0.9913
TJ,2013,0.9612
SD,2013,0.9847
JS,2013,0.9954
SH,2013,0.9734
ZJ,2013,0.9991
FJ,2013,0.9978
GD,2013,0.9615
GX,2013,0.9884
HN,2013,1
LN,2010,0.8927
HB,2010,0.9916
TJ,2010,0.9791
SD,2010,0.9927
JS,2010,0.9927
SH,2010,0.9356
ZJ,2010,0.9669
FJ,2010,1
GD,2010,0.9833
GX,2010,0.9687
HN,2010,1
LN,2014,0.9947
HB,2014,1
TJ,2014,0.9078
SD,2014,0.9926
JS,2014,1
SH,2014,0.9966
ZJ,2014,0.9981
FJ,2014,0.9987
GD,2014,0.9911
GX,2014,0.9796
HN,2014,1
