rgn_id,year,score
LN,2012,0.8652
HB,2012,0.8024
TJ,2012,0.709
SD,2012,0.952
JS,2012,0.4023
SH,2012,0.1414
ZJ,2012,0.5583
FJ,2012,0.9166
GD,2012,0.9063
GX,2012,0.9332
HN,2012,0.9982
LN,2011,0.8366
HB,2011,0.9449
TJ,2011,0.4803
SD,2011,0.9737
JS,2011,0.6811
SH,2011,0.2772
ZJ,2011,0.525
FJ,2011,0.9393
GD,2011,0.9505
GX,2011,0.983
HN,2011,0.9998
LN,2013,0.9312
HB,2013,0.9049
TJ,2013,0.6405
SD,2013,0.9897
JS,2013,0.967
SH,2013,0.2846
ZJ,2013,0.6045
FJ,2013,0.9464
GD,2013,0.914
GX,2013,0.9214
HN,2013,0.9958
